ProfessorName,Number5s,Number4s,Number3s,Number2s,Number1s
"Tremacoldi Ross, P",2,1,4,2,1
"Oh, S",0,10,1,0,0
"Sar, S",2,7,2,3,2
"Vance, N",3,2,5,2,1
"Geubelle, P",13,8,1,1,0
"Smith, B",9,6,2,6,3
"Cupps-Miller, H",8,5,6,4,2
"Larkin-Gilmore, J",3,7,5,4,3
"Marshall, L",12,12,6,0,2
"Taylor, A",2,9,6,0,1
"Frey, K",13,5,6,3,1
"Au, W",10,7,1,1,3
"Polk, J",7,4,4,5,2
"Martin, J",3,2,3,0,3
"Arjona, J",14,4,6,3,0
"Brakke, A",13,2,4,4,3
"Yi, Y",12,3,2,6,2
"Anderson, N",10,13,4,1,1
"Mercer, L",13,5,6,4,1
"Alvarez, G",11,4,2,4,0
"Fugler, J",0,3,4,5,0
"Chong, W",3,1,1,2,3
"Yates, M",4,9,6,6,2
"Li, Y",10,4,4,6,3
"Koo, M",7,9,1,2,3
"Danienta, N",5,8,4,5,2
"Mehta, S",12,6,5,5,0
"Oh, H",8,10,3,2,2
"Seo, E",5,5,3,5,0
"Han, W",12,1,1,1,3
"Palekar, U",7,1,6,3,2
"Shaw, M",7,6,5,2,0
"Venkateswaran, V",12,3,6,3,0
"Merrill, A",5,6,2,4,0
"Cusick, R",13,13,5,3,1
"Hergenrother, P",3,13,3,3,0
"Jain, P",6,10,1,6,2
"O'Donnell, M",3,10,6,1,0
"Oke, A",1,2,6,3,2
"Pellum, D",3,13,4,5,1
"Melesse, B",12,3,6,5,3
"Darfour-Oduro, S",1,3,6,1,1
"Kaplan, J",6,10,6,1,0
"Alam, R",12,10,2,1,2
"Becherer, L",10,4,4,5,3
"Hunniecutt, J",11,12,2,0,0
"Filkins, S",0,5,1,0,1
"Nam, Y",12,11,6,4,3
"Frank, E",13,10,6,6,0
"White, H",11,3,5,5,0
"Redding, A",3,11,3,6,3
"Karnes, V",5,12,5,4,1
"Neis, J",6,5,1,3,1
"Ruge-Jones, L",11,1,1,1,1
"Rodriguez, E",13,1,1,5,3
"Wilson, S",14,11,3,2,0
"Bacon, E",1,4,5,4,1
"Lammers, J",12,4,3,2,2
"Knobloch, L",2,6,1,2,2
"Hsieh, E",2,5,1,0,2
"Peng, J",6,13,2,4,3
"Koyejo, O",0,8,4,3,1
"Chitwood, S",11,12,1,0,1
"Francisco, M",11,5,1,2,2
"Sapozhnikov, A",2,2,4,2,1
"Ford, M",10,3,2,1,1
"Anderson, M",9,9,3,3,2
"Clay, J",9,11,4,4,3
"Yang, W",8,12,3,3,1
"Muralidaran, S",9,3,1,4,1
"Lee, K",1,1,1,3,0
"Link, S",10,6,5,4,3
"Chitambar, E",4,6,2,4,3
"Varshney, L",6,3,4,6,2
"He, W",10,2,5,0,3
"Chen, Y",6,7,1,5,2
"Al-Hassanieh, H",2,2,2,0,2
"Gillis, M",13,3,5,4,2
"Shaat, D",3,3,1,5,2
"Constantinou, E",11,9,2,4,0
"Yang, B",7,9,1,5,2
"Ding, C",12,6,4,3,2
"Parente, S",5,9,6,3,3
"Kim, H",14,13,6,0,0
"Ranjan, A",5,6,1,4,1
"Melara Adames, T",11,9,5,2,0
"Yue, Y",10,10,2,0,3
"Marx, B",5,4,2,6,0
"Grigoryan, A",2,5,2,1,3
"Zare, M",10,13,2,4,0
"Wade, J",11,10,1,0,2
"Ghosh, P",0,7,3,2,2
"Esfahani, H",7,3,5,4,0
"Yan, X",3,13,4,5,2
"Palatin, D",2,12,3,1,0
"Valentine, S",0,9,2,6,0
"Perry, C",7,11,6,4,3
"Brassell, C",9,11,4,4,0
"Kemp, S",6,11,4,4,3
"Jenkins, C",5,11,2,2,0
"Soto Crespo, R",10,7,2,6,2
"Underwood, W",14,2,1,5,3
"Wright, D",4,9,1,3,2
"Anderson, J",2,12,5,1,2
"Colbert, C",10,12,1,0,1
"Chen, D",13,7,2,2,0
"Yang, J",12,7,4,2,3
"Zheng, Y",4,11,2,3,0
"Han, W",9,11,6,3,2
"Kamble, V",13,7,6,3,3
"Sianis, S",0,3,2,6,0
"Maple, D",13,2,5,2,2
"Silva, D",4,1,1,5,0
"Burkhalter, T",14,11,3,0,0
"Padua, G",13,13,4,0,2
"Arthur, A",11,13,4,3,3
"Adovor Tsikudo, A",3,2,6,0,1
"McLafferty, S",2,13,6,1,0
"Wang, X",4,6,4,4,0
"Conroy, J",3,13,1,2,0
"Jin, P",4,1,6,0,3
"Bralower, A",14,10,4,4,0
"Williams, M",2,4,2,4,1
"Sandler, C",9,3,1,0,2
"Grogan, E",0,7,6,5,1
"Gargiulo, M",6,6,6,6,2
"Delanthamajalu, S",4,11,6,1,2
"Byrd, J",4,5,2,5,0
"Nguyen, M",14,5,1,1,0
"Nadeau, C",3,8,5,1,2
"Theisen, J",8,3,6,2,2
"Frantz, K",2,12,4,0,1
"Cuno, K",3,6,1,0,3
"Freund Carter, H",2,12,3,0,2
"Hogarth, R",7,3,4,1,1
"Koslofsky, C",10,13,3,5,1
"Cowan, F",3,6,4,2,2
"Osei, C",8,5,1,4,0
"Steinberg, M",5,8,6,4,1
"Todorova, M",11,5,2,1,2
"Mason, S",5,1,6,1,2
"Kuchinke, K",10,7,4,4,0
"Cameron, S",2,4,5,0,3
"Anderson, N",1,10,4,5,0
"Cardenas Gonzal, N",1,1,5,4,2
"Kong, I",10,10,2,5,1
"Alterman, N",11,11,3,0,2
"LaBarre, K",13,11,4,2,1
"Jett, J",2,3,2,2,3
"McDonald, J",10,4,5,0,2
"Fliflet, A",13,11,3,1,2
"King, A",13,9,2,3,2
"Phansikar, M",0,4,3,4,3
"Reschke, C",6,2,5,0,2
"Soranso, M",8,2,4,3,3
"Abney, K",2,5,4,2,3
"Grimaldi Calder, G",0,13,3,6,0
"Migotto Brandol, L",8,7,1,3,2
"Kar, R",2,13,3,4,0
"McClane, J",1,4,2,2,0
"Schultz, J",5,5,5,4,2
"Ramsey, K",4,10,2,5,3
"Green, J",2,11,5,6,0
"Gent, H",3,10,5,0,0
"Sanei, T",7,7,5,6,2
"Goldshtein, M",3,3,1,3,2
"Wawire, G",3,3,6,5,3
"Sun, Y",14,6,3,2,1
"Mora, J",13,2,5,4,3
"Ortega, C",1,10,6,1,1
"Garcia Hernande, Y",7,7,4,0,3
"Romero, R",3,12,3,1,1
"Irving-Thomas, L",2,9,5,1,3
"Helmke, W",5,2,6,6,1
"Valkanova, D",13,8,4,6,1
"Reisner, A",7,9,5,0,3
"Kurt, E",2,2,4,5,1
"Wang, H",13,13,6,6,2
"Rachfal, E",12,7,5,4,0
"Donepudi, R",10,12,3,3,1
"Folwaczny, L",4,13,3,0,0
"Ahmed, I",13,13,3,2,2
"Sadanand, C",2,13,6,3,2
"Borman, M",9,7,2,0,3
"Samperton, E",2,5,1,4,2
"Chen, R",14,2,4,4,3
"Katz, S",7,13,6,5,2
"Pascaleff, J",5,1,4,2,1
"Nguyen, O",11,13,2,0,2
"Tang, S",7,11,3,5,3
"Hodges, R",3,2,6,1,3
"Levesque, L",2,1,3,3,3
"Nam, S",12,5,1,1,3
"Aluru, N",1,4,3,6,0
"Kriven, W",6,2,1,3,3
"Hahn, J",3,4,5,2,3
"Paul, C",12,7,2,4,2
"Siletti, M",12,4,2,4,3
"McCall, J",5,6,5,5,2
"Megill, A",11,13,3,1,2
"Miller, D",0,2,5,3,0
"Nakamura, M",10,3,2,1,0
"Reese, B",6,6,5,3,0
"Sussman, D",13,3,1,0,1
"Yunes, N",14,10,2,4,1
"Vieira, J",8,8,4,4,2
"Gollin, G",12,9,3,3,2
"Makins, N",11,9,2,0,2
"Griffin, C",0,12,4,0,0
"Wisnosky, D",13,13,2,3,0
"Lu, L",10,3,4,3,1
"Huh, S",8,6,6,2,1
"Lozano, E",7,13,2,2,0
"Hu, Y",11,7,2,3,0
"Perriello, C",11,3,3,5,2
"Srull, T",3,10,3,2,3
"Pantin, K",7,9,2,0,0
"Yuile, A",1,5,2,1,0
"He, S",8,3,2,0,2
"Ariss, T",4,7,2,0,2
"Castro Leon, A",1,4,5,6,0
"Griffith, J",13,6,4,2,1
"Jones, M",7,11,3,2,0
"Chen, L",9,11,5,1,1
"Greco, C",10,2,5,3,0
"Hoffman, V",3,7,5,4,0
"Newman, A",6,9,6,3,1
"Zhang, D",6,11,1,6,0
"Kranek, A",8,6,4,4,2
"Beilstein, P",1,6,4,2,0
"Choi, W",7,5,5,3,2
"Farr, J",6,10,1,0,0
"Soulard, J",2,12,1,1,0
"Fratila, I",11,11,1,5,0
"Morris, L",11,8,5,3,1
"Rich, S",7,1,2,4,0
"Fedjanina, M",9,10,3,3,2
"Wildblood, H",7,8,5,2,3
"Monson, B",11,10,1,6,1
"Davies Brenier, L",8,1,1,1,1
"Throneburg, R",9,12,6,5,2
"Alexander, A",4,2,2,5,1
"Gifford, H",13,9,2,1,2
"Rijo Sanchez, V",11,7,2,6,0
"Moon, C",10,12,2,4,0
"Lee, M",9,5,3,2,2
"Atiles Osoria, J",11,2,1,3,3
"Peach, M",8,8,4,1,2
"Smilovitch, K",2,2,6,2,1
"Raible, S",4,4,5,6,3
"Schneider, W",6,4,2,4,3
"Bennett, K",3,1,4,4,0
"Torres-Cacoullo, A",5,10,1,2,0
"Saez Fajardo, S",11,7,1,6,2
"Cummings, L",14,1,6,5,1
"Jegerski, J",11,8,3,4,3
"Martinez-Quirog, P",14,1,5,2,0
"Fornoff, C",14,1,6,6,0
"McGuire, S",2,4,2,5,2
"Linville, C",1,9,3,2,0
"Jasiuk, I",2,5,4,6,2
"Matalon, M",7,1,3,0,3
"Burditt, B",4,11,3,0,2
"Webb, A",7,10,2,5,0
"Ramsey, N",8,3,6,3,0
"Yoerges, D",0,3,3,2,0
"Scheier, J",5,9,1,1,1
"Mitchell, T",14,8,3,6,1
"Miraftab, F",0,4,5,2,1
"Barger, A",11,7,1,6,2
"Fan, T",6,12,5,1,0
"Weed, A",10,12,4,4,1
"Reznik, R",4,8,6,3,1
"Smith, D",7,9,6,3,3
"McDermott, E",0,13,1,3,2
"Bishop, H",5,5,3,3,3
"Stine-Morrow, E",13,13,5,6,3
"Liu, D",0,8,5,3,2
"Kim, K",12,13,2,0,3
"Neuman, E",5,6,2,2,1
"Neidinger, D",6,6,1,0,3
"Murley, C",7,4,2,6,3
"Carrubba, J",9,12,2,4,0
"Rosenblatt, R",2,2,2,6,1
"Akhtar, W",0,9,6,2,0
"Nuila, E",13,13,4,1,1
"Gastanaga, K",14,6,3,2,3
"VanDyne, K",2,10,2,4,2
"Beristain Muril, A",7,11,3,2,2
"Cardenas-Torres, E",12,8,6,5,0
"Williams, T",9,3,5,4,2
"Zhang, X",14,11,4,3,1
"Das, P",2,13,5,1,0
"Melendez Bernar, M",4,2,1,3,2
"Nutting, I",8,3,5,2,2
"Albernaz Siquei, C",11,13,1,0,2
"Sharif, L",12,13,2,0,3
"Jang, H",10,9,4,1,1
"Mendoza, K",3,3,2,0,2
"Gong, A",2,7,2,3,2
"Tansey, J",12,6,1,6,1
"Arenberg, M",8,7,1,3,0
"Bunce, D",3,4,1,1,2
"Gaskins, H",8,1,2,1,2
"Fennell, C",10,8,4,1,2
"Stumpf, R",6,8,3,3,0
"Strand, R",5,1,3,6,2
"Smith, N",7,11,5,5,3
"Sibrian Mai, A",11,12,1,1,1
"Salah, M",10,13,4,0,2
"Hall, S",1,2,3,4,0
"Zhou, Y",4,4,1,2,3
"Gotway, K",12,13,2,0,3
"Forde, J",11,6,2,3,3
"Zhang, L",8,2,1,4,2
"Narayan, G",5,10,4,2,3
"Wang, Z",12,7,4,2,0
"Anders, A",2,1,5,1,2
"Xu, Y",8,11,6,0,0
"Katz, J",0,3,3,0,0
"Stein, M",7,10,5,2,0
"Sreekumar Arun, -",8,9,6,5,1
"Sun, R",7,3,5,2,3
"Avgoustopoulos, R",12,9,2,6,0
"Hand, S",4,2,6,5,1
"Mirica, L",1,1,6,1,3
"Gennis, R",8,11,3,6,1
"van der Veen, R",14,13,6,4,1
"Adamu, I",0,13,4,4,3
"Harris, M",1,12,5,3,0
"Ogunjesa, B",10,10,5,5,2
"Adamson, B",11,8,5,4,1
"Seraphin, T",7,5,4,4,3
"Singleton, C",12,5,4,5,3
"Willis, A",9,13,1,0,2
"Brown-Tess, K",14,11,4,6,0
"Minniear, J",3,1,6,0,1
"Machaka, N",5,9,2,6,1
"Hug, B",1,11,2,0,3
"Navalesi, K",9,3,3,1,0
"Ditewig-Morris, K",12,5,6,3,0
"Axtman-Barker, P",12,4,1,3,2
"Czapar, G",6,12,2,3,3
"Tranel, P",7,9,5,4,2
"Bollero, G",3,9,1,4,1
"Bonfim Fernande, S",3,4,4,2,0
"Jamann, T",3,13,3,5,2
"Lin, P",9,5,4,0,0
"Viswanathan, M",10,10,3,2,0
"Rosu, G",5,3,4,5,0
"Olson, L",1,3,5,4,0
"Quaney, K",12,12,1,1,3
"Tierney, R",10,7,5,5,3
"Chakraborty, R",9,10,4,1,1
"Kalogridis, H",10,8,2,4,2
"Bayram, C",9,10,4,3,0
"Bresler, Y",1,9,4,5,0
"Vasudevan, S",5,13,1,3,3
"Medina-Cortina, E",6,12,5,3,3
"Leite Estanisla, L",12,3,2,4,0
"Valencia Rivamo, C",11,6,4,0,0
"Philipps, C",1,3,2,4,2
"Bebczuk, R",7,4,6,0,3
"De Holanda Roch, S",9,4,4,0,2
"Rojas Alfaro, R",10,3,4,0,3
"Threadgill, R",2,3,1,5,3
"Akande, I",5,11,6,2,3
"Irvin, A",12,13,1,0,1
"Hernandez Faria, D",2,8,3,3,3
"Cervantes, A",1,7,1,4,2
"Stites, L",3,6,3,5,0
"Brunet, M",6,6,6,2,1
"Camargo, S",7,3,6,4,2
"Kessler, A",11,5,4,3,0
"Matresse, E",13,9,1,5,1
"Schmidt, A",1,9,1,1,1
"Topaum, C",14,5,2,1,1
"Russell, L",10,7,6,1,1
"Zamani-Gallaher, E",5,10,1,0,0
"Rahman, F",2,12,5,2,0
"Ward, R",4,12,2,2,0
"Dhillon, P",3,6,3,1,3
"Kalantzis, M",2,8,2,6,0
"Morrow, D",12,4,5,3,0
"Hopson, R",14,13,1,0,2
"Tilley, M",2,3,4,4,2
"Murphy, M",4,4,3,1,2
"Jin, Y",1,10,6,4,1
"Stoffer, L",6,6,5,3,1
"Wang, C",13,5,1,4,0
"Goodloe, D",2,8,5,3,1
"Ghanoui, S",12,2,1,1,1
"Elmeligy, N",10,10,4,4,0
"Routon, J",1,5,6,5,2
"Campbell, B",4,5,6,4,3
"Thompson, P",7,4,2,2,2
"Froiland, S",6,5,2,3,2
"Liu, L",14,2,3,0,2
"McSweeney, F",6,3,5,4,0
"Kosovych, S",13,1,5,6,2
"Marla, L",5,8,5,1,0
"Martaus, A",3,7,3,0,1
"McDonough, J",13,8,1,0,0
"Ledford, C",11,1,1,6,0
"Mostowski, E",10,10,6,3,2
"Qin, X",12,8,2,4,1
"Sosnoff, J",7,8,3,4,2
"Shelley, S",12,1,4,4,3
"Zhu, W",10,12,3,1,0
"Valentin, K",11,6,2,4,3
"Stahl, C",0,12,4,5,2
"Bradley, J",13,3,4,6,1
"Stewart, B",11,7,3,4,0
"Styrina, S",8,5,2,2,0
"Talic, A",10,10,6,1,3
"Ellis, M",11,9,2,4,3
"Kelm, J",9,12,6,2,3
"Kim, G",11,9,4,3,0
"Beckwith, O",11,1,1,5,2
"Heleodoro, A",1,5,1,3,1
"Hieronymi, P",2,8,2,2,1
"Boca, F",8,11,3,0,2
"Anastasio, T",9,8,5,1,1
"Jakobsson, E",10,10,1,0,0
"Vanderpool, C",2,1,1,1,3
"Brieher, W",3,4,2,6,3
"Kuzminov, A",14,3,4,4,3
"Kim, S",4,12,1,5,2
"Dankowicz, H",0,9,4,5,0
"Ahsan, Z",7,4,6,6,0
"Berent, Z",5,4,2,2,2
"Cheng, J",4,7,5,0,3
"Ceperley, D",7,4,5,3,0
"Livengood, K",0,9,4,1,1
"Harper, K",14,12,4,1,2
"Timoleontos, D",13,12,6,2,2
"Hinkley, B",4,10,5,0,1
"Carrillo, C",3,7,5,1,2
"Lund, E",1,7,4,1,3
"Means, A",12,6,3,3,2
"Spencer, J",4,3,3,0,2
"Allan, K",6,12,2,6,0
"Sickles, A",11,1,1,6,0
"Fradkin, E",8,1,3,1,0
"Ahn, S",12,7,6,0,0
"Kim, M",9,2,4,6,2
"Scheirer, J",4,1,4,0,0
"Canache, D",6,7,6,5,3
"Richier, C",10,11,3,6,1
"Wang, Y",4,13,1,4,0
"Khan, R",7,13,5,3,2
"Cooper, M",8,10,6,0,0
"Woods, J",5,4,6,5,2
"Huebner, P",8,1,1,2,0
"Baginski, C",9,6,6,3,2
"Yi, J",6,4,2,1,0
"Ur, Y",11,9,1,3,3
"Wang, M",14,8,3,1,2
"Hoff, B",8,2,2,0,0
"Wenneborg, E",5,13,5,5,0
"Crane, B",5,13,4,4,3
"Ware, R",6,6,6,5,3
"Pyrz, P",6,9,1,4,0
"An, J",2,11,3,3,0
"Murav, H",9,12,1,3,3
"LaBare, G",7,6,3,2,0
"Soleimanifar, S",0,6,1,3,3
"Thomas, J",10,2,1,2,0
"Frumer, D",7,10,5,4,2
"Khalil, H",13,1,6,0,2
"Singh, A",2,13,5,1,3
"Campbell, J",4,6,5,3,3
"Lough, B",6,7,6,6,1
"Kirk, G",2,10,1,4,1
"Rhodes, E",9,8,3,6,2
"Shea, T",11,5,2,5,3
"Chatterjee, S",2,4,6,3,3
"Sorkin, H",7,2,1,5,1
"Rodriguez, L",14,12,4,4,0
"Rudolphi, J",8,13,3,0,2
"Uhall, M",1,13,1,4,2
"Thomas, M",4,4,2,3,1
"Compoc, K",4,9,5,4,0
"Sumbada, J",11,6,5,0,1
"O'Neill, P",12,5,4,5,0
"Siebert, J",7,8,5,3,2
"McNamee, D",2,11,3,2,3
"Li, X",1,2,6,6,2
"Boals, J",7,8,3,4,2
"Kwon, J",1,6,2,0,1
"Fanning, K",12,13,3,4,3
"Brown, T",14,12,1,0,2
"Yu, C",0,10,2,4,0
"Wei, M",4,11,2,1,3
"Batts, R",9,2,3,0,2
"Hubbs, J",3,9,2,1,3
"Amadu, F",10,1,6,0,1
"Funes Leal, V",6,11,4,0,1
"Lin, Z",10,11,4,3,2
"Hamilton, K",1,4,5,5,0
"Ren, Y",12,10,6,6,2
"Su, L",1,2,2,5,2
"Bichara Vieira, R",1,6,5,5,0
"Chilan, C",5,5,2,6,0
"Soto, S",2,11,5,6,2
"Escobar, R",6,3,4,5,3
"Hadden, L",2,8,5,3,2
"Hurley, W",5,2,6,0,0
"Symanski, L",3,11,3,6,1
"Quinones-Rivera, M",5,5,5,4,3
"Marin Vega, C",6,13,4,6,3
"Kansler, J",10,2,4,3,3
"Bullock, W",9,1,1,4,0
"Chen, X",0,13,6,2,0
"Buysse, K",11,13,4,0,0
"Gray, K",9,9,3,0,1
"Nesbitt, A",3,5,1,1,3
"Yang, S",3,11,5,5,1
"Barbey, A",14,9,2,4,1
"Cooper, D",8,11,3,2,2
"Cole, J",11,2,6,6,1
"Choi, D",10,10,2,6,2
"Robb, A",9,12,3,6,1
"Ricketts, S",9,4,4,4,2
"Grohens, J",10,8,3,5,1
"Hechler, W",10,3,1,3,1
"Lewis, L",8,7,3,5,3
"Koloutsou-Vakak, S",13,1,4,0,0
"Halabya, A",4,7,6,4,3
"Liu, W",11,11,1,6,2
"Garcia, M",9,4,4,1,3
"Schmidt, A",6,12,4,5,3
"LaFave, J",13,11,5,0,3
"Zavala, J",9,4,4,2,2
"Luthey-Schulten, Z",14,13,6,4,0
"Murphy, C",10,10,1,2,3
"Jones, A",4,8,4,3,1
"Khamzina, M",13,6,4,1,0
"Cosat, C",8,4,4,5,1
"Ramirez Olarte, A",10,12,4,0,2
"Santens, R",13,13,6,4,1
"Wenckus, J",6,5,5,5,2
"Cotoc, C",1,3,4,4,0
"Sullivan, L",13,4,3,2,0
"Hendrickson, B",5,13,1,4,1
"Lyons, M",9,6,3,2,1
"Sudibyo, L",3,7,2,4,1
"Stallmeyer-Gera, C",5,13,3,6,2
"Starr, E",11,8,3,3,0
"Goebel, C",10,9,3,6,1
"McLean, D",5,5,5,4,3
"Bosak-Schroeder, C",10,4,3,0,0
"Junginger, S",6,6,4,0,0
"Storie, M",7,3,5,6,3
"Wszalek, A",10,3,6,2,3
"Merkel, M",6,13,5,3,0
"Gregory, R",6,7,3,2,2
"Bunsold, K",5,2,6,0,0
"Taylor, E",0,6,6,2,2
"Bencivenga, S",8,4,4,0,2
"Vernon, A",11,4,1,5,1
"Troche, G",14,7,4,4,0
"Izaguirre, J",8,5,4,5,3
"Campbell, D",6,7,1,2,3
"Harrison, K",1,9,5,4,2
"Caban, S",4,4,2,0,0
"Michael, M",9,4,5,3,0
"Workman, H",6,10,2,3,1
"Reckard, B",10,4,2,2,1
"Julien-Bell, S",4,3,4,3,1
"Smith, M",3,12,5,1,3
"Briskin, D",14,5,1,5,0
"Moose, S",9,6,4,4,1
"Kale, L",11,1,5,4,0
"Forsyth, D",3,12,4,4,0
"Arsan, D",2,10,2,0,1
"Bates, A",3,2,5,2,1
"Hassinger, A",10,5,3,6,2
"Kaganovsky, L",0,10,1,6,0
"Johnston, P",7,13,1,0,3
"Rizzuto, R",14,8,2,4,1
"Zbikowski, A",11,9,1,2,0
"Erkert, J",4,4,3,4,0
"Simson, K",11,1,4,0,3
"Lehovec, L",1,3,1,0,3
"Jones, D",0,9,4,1,3
"Basar, T",10,12,5,6,0
"Zhu, W",13,12,4,1,3
"Eden, J",9,1,2,2,1
"Popescu, G",9,5,3,0,1
"Ahmed, M",1,12,4,3,2
"Yarkony, E",6,11,1,1,3
"Vogler, J",8,11,1,3,3
"Fernandez Guerr, S",9,7,1,1,2
"Ozkul, O",1,8,1,6,1
"Leiluo, Y",3,8,4,0,2
"Feld, B",14,11,6,6,1
"Han, H",2,9,3,5,1
"Khan, A",0,13,3,2,3
"Arga, D",8,11,1,0,3
"Rodrigues Junio, M",1,8,2,6,1
"Poloni Sant Ann, V",2,7,4,2,1
"Farhoodi, A",7,1,6,3,2
"Khazra, N",5,4,3,2,2
"Turner, F",2,3,1,4,2
"Luo, X",4,9,1,4,3
"Jimenez, M",5,9,3,4,1
"Nalubega, Z",11,4,1,2,1
"Cole, M",13,4,2,3,2
"Gross, H",3,11,2,5,2
"Becker, L",8,1,3,3,0
"Humphrey, C",13,2,5,5,3
"Khanna, M",10,7,5,2,0
"Lesmes Palacios, D",4,9,2,4,2
"Li, X",10,10,1,0,2
"Davis, J",12,9,2,2,2
"Tchistyi, A",14,1,2,0,3
"Ambrose, D",6,4,6,4,2
"Swisher, E",13,11,6,5,1
"Mutidjo, A",10,4,3,3,1
"Artz, W",6,10,3,3,2
"Planey, D",7,4,4,0,3
"Kashem, M",8,10,4,6,0
"Hunt, A",10,11,6,1,3
"Webster, C",13,8,6,4,3
"Beaty, B",4,9,6,5,3
"Egwuatu, C",0,10,2,3,0
"Shetina, M",10,4,2,0,0
"Takauchi, Y",3,8,1,2,0
"Tiglay, F",5,9,6,6,3
"Henderson, S",11,7,5,2,0
"Toller-Clark, I",7,13,1,2,0
"Adamo, E",13,13,4,1,0
"Ito, K",1,2,3,2,1
"Eddy, W",3,4,2,1,0
"Bernacchi, C",14,3,5,6,1
"He, N",8,9,5,0,0
"Sirignano, J",12,10,1,3,2
"Bobitt, J",10,10,2,4,1
"Knox, E",2,11,5,2,3
"Hensley, M",5,11,5,0,2
"Ohms, A",1,6,6,6,3
"Matheson, S",10,8,2,6,2
"Chin, J",9,2,4,4,1
"Salrin, M",5,13,6,6,0
"Follis, J",12,4,1,3,2
"Lewis, J",9,10,4,6,1
"Kieser, E",9,5,2,4,0
"Malloy, N",6,7,1,3,3
"Wei, M",1,11,6,2,2
"Biernacki, R",8,6,3,2,0
"Rivera Maza, A",11,7,2,4,3
"Nichol, A",9,12,2,1,0
"Lopez-Ortiz, C",3,9,3,6,3
"Pennington, S",1,7,2,3,1
"Konopka, A",0,6,2,2,1
"O'Shea, C",12,2,4,2,3
"Saute, R",14,11,6,2,3
"Hernandez, C",13,9,4,5,3
"Bonilla, E",12,6,1,1,2
"Lopez Garcia, M",9,13,5,5,3
"Coyoca, W",6,8,6,6,0
"Inda, J",4,9,3,3,3
"Rojas Alvarez, J",14,7,6,5,3
"McSwain, M",1,7,1,3,1
"Ahn, S",12,8,5,2,1
"Rosenstein, J",12,8,3,3,3
"Jones, P",10,1,2,1,0
"Motakis, P",2,12,3,1,3
"Muncaster, R",10,6,2,6,0
"Murphy, R",0,6,4,2,3
"Carty, T",4,6,5,1,2
"Han, X",4,11,4,3,3
"Ji, R",10,11,3,1,1
"Baluyot, S",14,2,2,5,3
"Leisman, K",11,7,4,2,3
"Lavrov, M",8,7,6,3,1
"Lansing, P",5,5,1,1,1
"Bielser, D",9,8,3,4,3
"Ho, M",6,5,2,0,1
"Freund, G",8,12,3,0,2
"Kemper, K",8,6,2,1,1
"Belmont, A",12,4,2,4,0
"Downing, S",11,9,4,1,2
"Dutton, J",1,5,3,4,3
"Dillon, S",3,10,6,6,2
"Reifschneider, L",5,13,6,5,2
"McNeill, C",11,11,3,2,2
"Enos, J",12,7,1,3,1
"Corapi, A",8,9,4,6,3
"Edwards, A",9,6,5,0,0
"Hensley, I",12,10,3,5,1
"Willenbrock, S",2,11,1,6,2
"Gadway, B",6,7,2,3,3
"Noronha-Hostler, J",8,1,6,3,0
"El-Khadra, A",9,9,3,5,2
"Goldenfeld, N",9,4,2,4,1
"Agosto Rosa, R",1,13,4,0,2
"Chu, Y",9,4,1,6,3
"Iannantuoni, A",2,1,5,3,3
"Leff, C",7,2,3,6,2
"Zhong, W",5,3,4,0,0
"Vasquez, J",9,11,3,5,1
"Laurent, S",5,12,5,1,2
"Hankin, B",9,4,5,5,3
"Aber, M",9,13,1,6,1
"Chong, J",8,6,5,0,2
"Barnum, E",12,6,1,6,1
"Ellingson, H",8,4,2,4,0
"Acar, A",1,12,3,6,2
"Marshall, L",2,2,2,4,0
"Dann, M",0,1,5,0,2
"Van Dusseldorp, M",12,2,4,5,3
"Lefevour, K",10,11,5,3,3
"Kaczorowski, J",6,6,5,0,3
"Kirk, K",9,5,2,0,2
"Angulo Jimenez, H",0,5,4,4,1
"Shende, S",10,11,6,1,1
"Chambers, R",0,9,4,5,3
"Kirchner, A",9,7,2,1,3
"Hengst, J",10,8,2,1,3
"Zebrowski, P",10,10,2,2,1
"Shifrin, E",5,6,4,6,0
"Avalos, M",1,6,1,6,0
"Krueger, J",8,4,3,4,0
"Kozak, M",3,10,3,3,3
"Schneider, M",7,8,2,4,2
"Goffnett, J",10,4,4,0,2
"Li, F",10,10,3,4,2
"Kim, H",9,7,4,6,2
"Piedra, L",14,1,1,0,3
"Campbell, C",7,2,6,1,0
"Weiss, L",14,3,5,0,0
"Icardo Isasa, A",9,3,1,6,2
"Patton, K",2,3,3,0,3
"Wolowiec-Fisher, K",10,4,5,2,3
"Hacker, R",11,9,6,2,2
"Wang, Y",4,10,3,5,0
"Saha, D",11,3,1,1,3
"Ravat, U",3,3,3,3,3
"Jenkins, J",6,8,1,0,3
"Steinrock, Z",1,13,3,5,2
"Aherin, R",13,5,3,3,3
"Sarmiento, H",4,8,6,2,2
"Hooker, J",8,8,1,3,2
"Lyman, R",6,10,3,4,1
"Cupka Head, K",1,1,4,3,3
"Yim, A",6,5,1,1,0
"Thomas, J",11,13,1,6,1
"Nicely, A",3,13,1,3,2
"Kimnach, R",12,1,1,4,0
"Moga, J",8,13,4,2,3
"Fowler, M",9,5,5,5,0
"Ludden, I",3,7,6,2,0
"Butler, L",5,7,4,3,3
"Rockey, M",8,7,2,2,3
"Clay, A",11,8,3,5,1
"Zaimi, R",10,2,3,3,2
